# Observation date	Start [Å]	End [Å]	Center [Å]	Width	Amplitude	Skew	RMSE	R2	FWHM [Å]	EW [Å]
2016-06-13T07:51:04.085000	4364.0680470653815	4364.788064948569	[4364.30805253,4364.62806147]	[0.43664023,0.61088208]	[0.05087835,0.02866061]	[-0.36872318,-0.8331354 ]	0.2947137312567788	0.45573297446430105	0.11980935861165157	0.14893595267686977
2016-06-13T07:51:04.085000	4370.7082119881115	4373.6682855078825	[4372.20824874,4372.4482557 ]	[0.2490905 ,0.67824727]	[0.33089969,0.19255302]	[1.0691477 ,0.28598444]	0.0542096032222576	0.9700987235670764	0.7792092150040617	1.0101843562799826
2016-06-13T07:51:04.085000	4499.5314115884385	4503.251503984908	[4499.75063907,4501.73146673,4500.49143593]	[1.54283337e-24,5.48011699e-01,1.83932383e-01]	[9.80042987,0.4324394 ,0.20201752]	[-0.12637017, 0.53814348, 0.75990816]	0.09435563956122531	0.875631834361188	23.078248716200576	1.4638490718760484
2016-06-13T07:51:04.085000	4667.335579364675	4669.7756399688105	[4668.63561215]	[0.65638229]	[0.2705389]	[0.26476641]	0.09275252362313754	0.8792397435377118	0.6370704278740791	0.7717173828417294
2016-06-13T07:51:04.085000	4682.39595342135	4682.955967330496	[4682.67022084]	[0.62716694]	[0.04150204]	[-0.09193072]	0.34343233635256165	0.3347389037634867	0.09772984425023498	0.1153736986147186
2016-06-13T07:51:04.085000	4681.535932060876	4684.376002600116	[4684.08476001,4682.03338917,4683.41597925]	[4.52832500e-01,1.35723346e-36,2.17983468e-01]	[0.00375838,0.52624447,0.38238232]	[-0.10310783,-1.2999767 , 1.82344489]	0.0795648682417681	0.9167510402142894	1.2392110254392608	0.8316586669945654
2016-06-13T07:51:04.085000	4697.796335922864	4699.996390565937	[4698.91636324,4698.99636324]	[0.11167941,0.59503259]	[0.20141434,0.23012349]	[-2.        , 0.73300889]	0.036769405378494206	0.9884217534620499	0.5418993980233068	0.8433560654782756
2016-06-13T07:51:04.085000	4721.436923087525	4731.517173452153	[4729.51712427,4730.61715159,4725.89703436]	[0.13157905,0.07928199,0.54769644]	[0.85523058,0.07536541,0.63643511]	[ 1.36597379, 0.44715382,-0.74618861]	0.05258183766699058	0.9596167542281722	2.013914122615231	2.5229902945490523
2016-06-13T07:51:04.085000	4762.69794789353	4763.377964783207	[4763.05795634]	[0.20994564]	[0.03693641]	[1.77031595]	0.2958896658906164	0.3236263438427216	0.08697859225038061	0.09872523315063064
2016-06-13T07:51:04.085000	4764.257986640437	4764.777999556072	[4764.5379931]	[0.29062056]	[0.05450701]	[1.05651648]	0.22244967994524573	0.4118128413232126	0.1283542024776366	0.11450056318724619
2016-06-13T07:51:04.085000	4764.177984653416	4765.338013465218	[4764.73799906,4764.4979931 ,4765.03800651]	[0.26791436,0.60186526,0.34802791]	[0.01978235,0.05572764,0.12077228]	[-1.03633661, 0.02648864, 1.04257028]	0.1181537647815185	0.802731032867851	0.28439698785267414	0.4476199582527542
2016-06-13T07:51:04.085000	4779.11835572956	4780.07837957381	[4779.28339318,4779.39703975,4779.61836753]	[0.36645098,0.24967262,0.40672706]	[0.01916967,0.01840711,0.12494236]	[-0.90507705, 0.037524  ,-0.63228904]	0.15623850531528113	0.6284738123090723	0.29421677259185947	0.3532638359485165
2016-06-13T07:51:04.085000	4963.222928361295	4964.182952205545	[4963.71783721]	[0.71870412]	[0.13633048]	[0.24168021]	0.09630080653942195	0.8831229516792874	0.32103374527910467	0.3892975289588757
2016-06-13T07:51:04.085000	4963.942946244483	4965.422983004368	[4964.70296462,4964.62296363]	[0.11344498,0.48821965]	[0.15893871,0.08939581]	[-2.        ,-0.11364103]	0.12993145125107952	0.7698063657447294	0.37427205231313665	0.4484979589851812
2016-06-13T07:51:04.085000	4965.822992939472	4966.383006848619	[4966.10130987,4966.26099976,4966.1204475 ]	[0.15836586,0.92475705,0.98678956]	[0.06332451,0.00529742,0.00489571]	[0.34064234,1.84781659,1.91004402]	0.2057308331220371	0.46660752706532815	0.14911783670276993	0.11487290726736704
2016-06-13T07:51:04.085000	4968.263053543609	4969.503084342432	[4968.94307093]	[0.57402551]	[0.14973082]	[0.31367884]	0.1354766510405359	0.7421914751527248	0.3525891474792633	0.41533943752697267
2016-06-13T07:51:04.085000	4979.023320797914	4979.903342655142	[4979.47173612,4979.61370647,4979.18332427]	[0.4831531 ,0.61484753,0.16455864]	[0.0168163 ,0.04062821,0.0849221 ]	[ 0.67927239, 0.02079216,-1.15471975]	0.17340029853223604	0.6104785108462986	0.19997626182899028	0.2855091332135059
2016-06-13T07:51:04.085000	4981.823390343642	4982.423405246299	[4982.10339896]	[0.59537981]	[0.03196082]	[0.16335763]	0.2948200611434471	0.37573660387393915	0.07526198722565051	0.11092032831289521
2016-06-13T07:51:04.085000	4984.363453431555	4984.923467340701	[4984.66346039,4984.63558128,4984.57373734]	[0.06965751,0.56759233,0.64480362]	[0.0484971 ,0.01411852,0.02979878]	[-1.99247844,-0.57632158,-0.15436396]	0.15029208867448657	0.7813738589013816	0.11420194601021824	0.14642994121426342
2016-06-13T07:51:04.085000	4981.963393820929	4986.203499133035	[4983.06342065]	[0.29079393]	[0.49525899]	[-0.6919494]	0.22250405464326597	0.35530965816441196	1.1662457902271692	0.8740818475635704
2016-06-13T07:51:04.085000	4986.503506584363	4987.343527448082	[4987.22352496]	[0.1092721]	[0.16396087]	[2.]	0.24316724098277992	0.4062075607410667	0.38609834097485146	0.2508331613468411
2016-06-12T06:12:33.957000	5671.792978236109	5672.592999819608	[5672.19200159,5672.42863875,5672.0965478 ]	[0.70407712,0.25951418,0.60621041]	[0.00624237,0.0099826 ,0.04766509]	[1.43258478,0.05617167,0.25074952]	0.2180215936280678	0.5819148514346627	0.11224270814497532	0.18421505702736432
2016-06-12T06:12:33.957000	5672.4729965820825	5673.1130138488825	[5672.91530613,5672.79398869,5672.68195952]	[0.62474887,0.64819289,0.32789169]	[0.03480063,0.01117712,0.01210984]	[-0.11769771, 0.15630853,-0.87243434]	0.42010899246736594	0.27653762035278817	0.08194923061356213	0.19032285693070544
2016-06-12T06:12:33.957000	5704.673865317943	5705.473886901442	[5705.09387611,5705.35762642,5705.00718327]	[0.54255794,0.55820031,0.1217457 ]	[0.04709383,0.00390986,0.053748  ]	[ 0.30590999,-1.69571209, 1.99997839]	0.15684909545596515	0.7180025972111699	0.1265668564746263	0.2241402879610773
2016-06-12T06:12:33.957000	5702.153797329918	5706.593917118341	[5704.39385722,5704.65386424,5705.33388366]	[0.25115391,0.07572108,0.12067005]	[0.03109577,0.40592539,0.71894885]	[ 0.7985557,-2.       , 2.       ]	0.06202081529750641	0.9246846886938557	1.6929951667058922	1.3370577275100877
2016-06-12T06:12:33.957000	5708.253961904104	5712.174067663252	[5709.17398726,5708.77598099,5709.55399644]	[0.10211903,0.0771861 ,0.19302867]	[0.1391424 ,0.01921547,0.5601591 ]	[ 0.87240688, 0.12235607,-2.        ]	0.1045805067764383	0.8864033138672804	1.3190738828718094	1.399754530455052
2016-06-12T06:12:33.957000	5715.1941491409625	5716.914195545487	[5716.65418912,5716.15417558]	[5.59332617e-15,4.91889068e-01]	[5.91571678,0.15692026]	[0.4536456 ,0.59926502]	0.14815142643901405	0.6796531814237072	13.930448443401064	0.42043888246364486
2016-06-12T06:12:33.957000	5760.035358896115	5760.635375083741	[5760.35536699,5760.39536915,5760.20901108]	[0.15976032,0.49532888,0.54195126]	[0.01927149,0.0565184 ,0.02845368]	[ 1.83434104,-0.27423665, 0.41199521]	0.13759714179230034	0.7504446910235045	0.13309066595792468	0.21963401155825377
2016-06-12T06:12:33.957000	5765.115495951338	5766.435531564112	[5765.79551376]	[0.67317629]	[0.10882541]	[-0.21398429]	0.13358139314959197	0.7938030118221802	0.25626426706038363	0.33002991728583625
2016-06-12T06:12:33.957000	5769.255607645949	5769.815622754398	[5769.5556152]	[0.76421498]	[0.03684866]	[0.30302016]	0.16036480075341636	0.7747446357841037	0.0867719612198811	0.12984413063899833
2016-06-12T06:12:33.957000	5774.97576196797	5776.095792184869	[5775.73578301,5775.51577708,5775.63578031]	[0.57372936,0.21272295,0.10374986]	[0.08501355,0.02815427,0.16819657]	[ 0.15929655,-1.09145909, 2.        ]	0.11188050909108509	0.833057750039736	0.39607266312487405	0.4737000096136218
2016-06-12T06:12:33.957000	5777.775837510219	5782.855974565441	[5780.31156734]	[0.86271276]	[0.54761554]	[0.15267152]	0.038398494711079825	0.9858296160293899	1.2895360547053296	1.8227269841189568
2016-06-12T06:12:33.957000	5784.3360144949165	5785.256039315941	[5784.81449271,5785.1760377 ,5784.42152906]	[0.99999998,0.05475869,0.06926982]	[0.00532698,0.07244489,0.12761789]	[ 1.99999996, 2.        ,-1.99999989]	0.1633464202729069	0.4600217946999632	0.3005171703741303	0.19591822804157738
2016-06-12T06:12:33.957000	5794.236281590724	5795.556317203497	[5794.8762994]	[0.34408536]	[0.19293449]	[0.11549571]	0.21939528510154718	0.2704681089928004	0.4543259971656357	0.33777291351222666
2016-06-12T06:12:33.957000	5795.756322599374	5797.476369003897	[5796.5963458 ,5796.89635282]	[0.69220583,0.72198263]	[0.07187768,0.11483907]	[0.02356437,0.15144674]	0.048002422346211555	0.9818454519595915	0.27042535243648014	0.5401581926987592
2016-06-12T06:12:33.957000	5807.176630703831	5807.936651208154	[5807.55811848,5807.26556706,5807.58598972]	[0.99978831,1.        ,0.09292698]	[0.00486002,0.00494696,0.09506195]	[-1.99992126,-0.33598073,-2.        ]	0.22222283923554334	0.44916533954027926	0.22385378327303698	0.1935816994932896
2016-06-12T06:12:33.957000	5811.196739160915	5811.836756427715	[5811.52806448,5811.31906665,5811.42089981]	[0.77383641,0.2911416 ,0.12995796]	[0.03391084,0.00719062,0.01349391]	[ 0.2394355 ,-0.95947699, 1.99903932]	0.1132622517271338	0.855528462269319	0.0798539254304164	0.14377062135897217
2016-06-12T06:12:33.957000	5817.356905353862	5819.316958233436	[5818.01512372,5818.31693179]	[1.34726629e-12,6.41809846e-01]	[0.31758301,0.15300499]	[-0.98184653,-0.60080545]	0.107641022309357	0.872773139104302	0.7478508478538007	0.4716991507883196
2016-06-12T06:12:33.957000	5840.037517246076	5840.757536671226	[5840.41752696]	[0.61256986]	[0.07994869]	[0.06779139]	0.14868204050827483	0.7031378290246875	0.18826478642284028	0.22184470204169177
2016-06-12T06:12:33.957000	5843.0375981842	5843.637614371825	[5843.31760628]	[0.62677199]	[0.03680322]	[-0.42030943]	0.30568144482228965	0.41310448893501184	0.0866649505898146	0.09570687971458033
2016-06-12T06:12:33.957000	5844.177628940687	5845.137654840887	[5844.63865721,5844.41763596]	[0.70118699,0.47260107]	[0.05117766,0.06125058]	[-0.27367451,-0.31589873]	0.087638086146041	0.9108710471427561	0.14423409224259678	0.27714021556543555
2016-06-12T06:12:33.957000	5848.497745491585	5850.577801608683	[5849.55777355,5848.81467907,5849.23776492]	[0.79899528,0.09282468,0.15682877]	[0.19180072,0.0086341 ,0.07228042]	[-0.04926483, 0.84936888, 1.02098226]	0.05320622256752544	0.9703488823306202	0.451656170308654	0.656045635945445
2016-06-12T06:12:33.957000	5854.377904130307	5856.377958089056	[5855.5979377 ,5855.00241849,5855.69107369]	[0.32438129,0.84648608,0.22812579]	[0.10637361,0.01316119,0.14564739]	[ 1.06417063, 0.09049866,-0.74497737]	0.2212429999276253	0.5367898998346773	0.3429733885619347	0.4205567747773236
2016-06-12T06:12:33.957000	5926.779857437021	5927.739883337221	[5927.27987039,5927.00271129,5927.59126766]	[0.31846978,0.77042404,0.21721531]	[0.05990385,0.00414433,0.02824449]	[-0.29514304,-1.96005442, 0.38492831]	0.16865193778229298	0.310721229462131	0.14106277635908143	0.13728191993837102
2016-06-12T06:12:33.957000	5973.241110898761	5974.081133561436	[5973.6601085 ,5973.50111737]	[0.84826426,0.56471108]	[0.03483903,0.04541295]	[-0.05792004, 0.24351099]	0.12716965651375445	0.8526791181811413	0.1069393269165354	0.2320476220436448
2016-06-12T06:12:33.957000	5987.421493466292	5987.941507495566	[5987.70150048,5987.78150048]	[0.75733492,0.34293455]	[0.0289524 ,0.02617776]	[ 0.11532063,-0.84198141]	0.1440276661776472	0.824205418863281	0.06817769819724194	0.15167546862055864
2016-06-12T06:12:33.957000	5995.141701747062	5995.701716855513	[5995.42942843,5995.61514158,5995.37084334]	[0.79849229,0.21530342,0.11595317]	[0.02458167,0.01122393,0.05093952]	[ 0.20984067,-0.1503087 , 1.51736203]	0.08135625698122874	0.9003011172989022	0.11995340545440886	0.13940404660435232
2016-06-12T06:12:33.957000	6009.242082156244	6009.802097264694	[6009.5261052 ,6009.47308395]	[0.73017721,0.24013235]	[0.02218493,0.06736804]	[ 0.05954536,-0.1853239 ]	0.03362364882644771	0.9856097368720133	0.1586396049531744	0.11989550450721055
2016-06-12T06:12:33.957000	6020.502385944001	6021.382409685851	[6020.96239781,6020.80115867,6021.23091318]	[0.44206253,0.11857148,0.42255647]	[0.06240153,0.03715715,0.01081484]	[-0.19237888, 2.        ,-0.2610699 ]	0.1778228665357061	0.5653656270099694	0.1469443694726591	0.24555347970564156
2016-06-12T06:12:33.957000	6023.862476594699	6024.462492782323	[6024.15921286,6024.06248469,6024.18600811]	[0.57298245,0.09303666,0.32476007]	[0.01454062,0.0330504 ,0.06821424]	[0.09570014,1.99999752,0.57942874]	0.0721765213843818	0.9276273805640689	0.1606322480497134	0.15772445381415817
2016-06-12T06:12:33.957000	6027.382571562098	6028.422599620647	[6027.92258559]	[0.48370837]	[0.11487906]	[0.22359894]	0.18399773634257668	0.5474840088054673	0.27051951906961713	0.29608063441862137
2016-06-12T06:12:33.957000	6029.062616887446	6029.862638470946	[6029.74263469,6029.602632  ]	[0.02591212,0.06630622]	[0.08128303,0.05753945]	[-1.99679797, 1.99800785]	0.29793729980614925	0.0577132065575553	0.19140690076609732	0.07148937613031463
2016-06-12T06:12:33.957000	6029.702634154246	6030.302650341871	[6029.99258577,6029.84824103,6030.0711093 ]	[6.98825626e-01,5.54026907e-17,5.00518287e-01]	[0.01812401,0.45104773,0.02197222]	[-0.21881079, 0.13448494, 0.05336677]	0.23494103697378887	0.5576161738314088	1.0621362279015671	0.10659213233781681
2016-06-12T06:12:33.957000	6037.262838118318	6037.902855385117	[6037.56284675,6037.78920922]	[0.69482539,0.15633026]	[0.06050653,0.01092201]	[-0.17489953,-0.93582245]	0.10517654181312079	0.865985044766296	0.14248199140139434	0.1992952758580208
2016-06-12T06:12:33.957000	6045.883070680526	6046.80309550155	[6046.0030467 ,6046.15500134,6046.66310086]	[0.23032116,0.22631544,0.10005447]	[0.02006187,0.01380569,0.15224711]	[0.5310032 ,0.74094005,1.99998042]	0.1865932159053795	0.4197230659236084	0.35851455665495147	0.24738300087727377
2016-06-12T06:12:33.957000	6046.903098199487	6050.463194246061	[6047.10310435,6049.08315755,6047.9831268 ]	[0.0601889 ,0.28899052,0.39047844]	[0.06652059,0.37816383,0.15925797]	[ 0.51614317, 1.30618963,-0.02113871]	0.08470376134980002	0.902186383096435	0.8905077651930111	1.060414920211406
2016-06-12T06:12:33.957000	6050.783202879461	6051.66322662131	[6051.10321097]	[0.37886997]	[0.08185004]	[-0.74758778]	0.1966829565449067	0.48023305352433465	0.19274211338217964	0.17381863892683216
2016-06-12T06:12:33.957000	6056.623360439008	6057.783391735083	[6057.22337609]	[0.7512565]	[0.12061013]	[-0.0260453]	0.14951506647199986	0.7602438346917081	0.2840151445125205	0.4111427525098125
2016-06-12T06:12:33.957000	6058.103400368483	6058.703416556107	[6058.38340846,6058.50340353,6058.50340803]	[0.60882537,0.06093075,0.15364645]	[0.05708027,0.01092893,0.02993167]	[-0.3767369 ,-1.50984086,-1.81280321]	0.09317728172548502	0.8935062033760234	0.13441375951195322	0.2105129892564897
2016-06-12T06:12:33.957000	6058.3234063039445	6059.603440837544	[6058.98342334,6059.49735419,6059.32343382]	[3.30244337e-01,3.25293196e-18,1.03090140e-01]	[0.06656787,0.32744203,0.13973845]	[0.87679095,0.38606931,1.99995719]	0.14313534647340112	0.7357321661430685	0.7710670487860549	0.29662483423984765
2016-06-12T06:12:33.957000	6059.603440837544	6060.443463500218	[6060.18345703,6060.04345217,6059.86344731]	[0.37498997,0.22947026,0.17857547]	[0.03428324,0.05908703,0.05016238]	[-0.58434122, 1.48217927, 1.53507389]	0.14641482487685265	0.6981061948447419	0.1391393230250171	0.2772189731895294
2016-06-12T06:12:33.957000	6064.303567640604	6065.583602174203	[6064.92358493,6065.1235903 ]	[0.64153802,0.68913387]	[0.05872184,0.07732665]	[ 0.05282438,-0.18892657]	0.08890429010804092	0.9229083881515837	0.18209033604785785	0.3917492830566922
2016-06-12T06:12:33.957000	6069.7437144084015	6071.2637554170515	[6070.48373491]	[0.54341421]	[0.13365106]	[-0.25394399]	0.18838918135656763	0.5494485235144364	0.31472418361233423	0.3320704605147642
2016-06-12T06:12:33.957000	6081.484031146258	6082.084047333883	[6081.76403924]	[0.62919761]	[0.03950863]	[0.25415472]	0.273682742766082	0.4603190503916875	0.09303571703269602	0.11787645255855214
2016-06-12T06:12:33.957000	6083.864095357169	6085.544140682518	[6084.54411316,6084.68411802,6084.40410939]	[0.36782828,0.53954976,0.22920038]	[0.02319694,0.0576055 ,0.09055436]	[0.7676013,0.0226689,0.8810027]	0.14373451490044165	0.6331589647106115	0.21323921818734498	0.33864149633806623
2016-06-12T06:12:33.957000	6085.124129351181	6085.804147697157	[6085.42413691,6085.44413852,6085.57057795]	[0.13945472,0.15235924,0.4159772 ]	[0.0306321 ,0.03137347,0.02095472]	[-1.99713874, 1.99794187,-0.20013217]	0.1535235632536514	0.7236117785666052	0.07387887658891695	0.14942440227075748
2016-06-12T06:12:33.957000	6088.88423079363	6090.204266406404	[6089.5642486 ,6089.62905989]	[0.84712456,0.07336408]	[0.12535521,0.0805342 ]	[ 0.2094017,-2.       ]	0.038289109405708545	0.9873737551967973	0.2951889540916859	0.47612145043797977
2016-06-12T06:12:33.957000	6101.364567496224	6102.764605267348	[6101.60457343,6102.30459232]	[0.32584743,0.15059374]	[0.01580373,0.15032848]	[0.184532  ,1.90410934]	0.14662348376722115	0.6617545311255578	0.3539965103939352	0.31613763976395
2016-06-12T06:12:33.957000	6102.404595554773	6103.084613900748	[6102.72460473]	[0.51206611]	[0.07841391]	[0.29969666]	0.19039273591821426	0.5594560734975828	0.18465063701204562	0.200619547868634
2016-06-12T06:12:33.957000	6103.444623613323	6104.044639800947	[6103.73470626]	[0.59804251]	[0.05625854]	[0.06248918]	0.195197771775782	0.552415542534148	0.1324787315826729	0.16371645618364086
2016-06-12T06:12:33.957000	6105.584681349184	6106.584708328559	[6106.1005091 ,6106.24929798]	[0.38973406,0.38647101]	[0.03191127,0.07224536]	[ 0.68373351,-0.04972717]	0.17041630729484808	0.5547292009699971	0.17012482799914969	0.21149678371652847
2016-06-12T06:12:33.957000	6106.504706170209	6107.384729912058	[6106.96471804,6106.66907525]	[0.38136458,0.69006474]	[0.07205406,0.01448127]	[-0.26840816,-0.05561965]	0.13253584309348493	0.7161727175582806	0.16967435422468588	0.18597314839418647
2016-06-12T06:12:33.957000	6107.284727214121	6108.204752035145	[6107.49377001,6107.76473962]	[0.24141146,0.92146965]	[0.02307824,0.08563784]	[ 0.58441457,-0.24573136]	0.09029780590665294	0.9302777331323545	0.20166169780766566	0.3236778787060284
2016-06-12T06:12:33.957000	6108.284754193495	6111.004827577394	[6108.60968274,6109.48478603]	[0.1077297 ,0.10641848]	[0.33168634,0.12421757]	[-2.,-2.]	0.14085380952689433	0.7021654626685654	0.7810616399624718	0.7453873132137876
2016-06-12T06:12:33.957000	6110.024801137606	6110.584816246057	[6110.31091692,6110.47740496]	[0.67613504,0.56042831]	[0.01925369,0.02051422]	[ 0.14586222,-0.04297963]	0.20377088122785628	0.5965858579190038	0.04830730367130303	0.1422229065974768
2016-06-12T06:12:33.957000	6112.184859413056	6113.784902580055	[6112.88145541]	[0.7207242]	[0.16028611]	[-0.25375581]	0.08303956807017845	0.9139975537996733	0.3774449513171284	0.4934403013242634
2016-06-12T06:12:33.957000	6116.084964632616	6117.1649937703405	[6116.27206003,6116.6449792 ,6116.92498783]	[0.21581135,0.53966449,0.41256386]	[0.01956418,0.08048147,0.03810237]	[ 0.69865578, 0.44062437,-0.02890895]	0.09167062931542237	0.8300462995806376	0.1895193787119441	0.29211253707696566
2016-06-12T06:12:33.957000	6117.525003482915	6119.045044491565	[6118.16502021,6118.90957541,6118.60503316]	[0.53179628,0.41994541,0.36097071]	[0.1192987 ,0.01047356,0.08776296]	[-0.4910891 ,-0.32817742, 0.34711243]	0.14220936392318614	0.7228091626651545	0.28092697865483995	0.5429152112742641
2016-06-12T06:12:33.957000	6128.24529270181	6128.96531212696	[6128.48529567,6128.87681322,6128.7201088 ]	[0.16252237,0.14097926,0.40629958]	[0.06508317,0.01386955,0.01835065]	[-1.0180218 ,-1.98760889,-0.56742376]	0.24236774702865574	0.38272701412110943	0.1532591491768665	0.17119369062938936
2016-06-12T06:12:33.957000	6134.825470226095	6135.865498284644	[6135.0454767]	[0.19107661]	[0.24108752]	[-1.46230037]	0.20580559042183388	0.3766110266336836	0.5677177329237167	0.3823299774044603
2016-06-12T06:12:33.957000	6135.805496665882	6136.365511774331	[6136.07900782,6136.32264671,6136.03050648]	[0.66488934,0.11632139,0.15802468]	[0.01581603,0.01612863,0.02136378]	[-0.15137249, 2.        , 1.99429049]	0.29651417987151973	0.43104127593391417	0.05030785832985343	0.13727687110908218
2016-06-12T06:12:33.957000	6139.025583539467	6140.265616993893	[6139.66560027,6139.76560404]	[0.62800895,0.28153884]	[0.10743354,0.06298123]	[ 0.20655858,-0.89675019]	0.07139216709588606	0.9463359916140832	0.2529866446651966	0.3861018511579813
2016-06-12T06:12:33.957000	6142.705682823565	6143.385701169541	[6143.025692,6143.145692]	[0.77200252,0.13398577]	[0.07902984,0.03976371]	[-0.09785454,-1.30013927]	0.09743548190918133	0.8935296882341222	0.18610104228425098	0.26218647546939977
2016-06-12T06:12:33.957000	6140.365619691829	6144.285725450977	[6142.34567257,6140.63504428,6142.84568606]	[0.79861157,0.12407128,0.49339941]	[0.22718047,0.0094198 ,0.26371596]	[ 0.03270276, 0.14174481,-0.97886626]	0.05434597486450276	0.9769025537657637	0.6210036402143346	1.411192135714094
2016-06-12T06:12:33.957000	6144.74573786149	6145.8257669992145	[6145.30202463,6145.1199437 ,6145.48575837]	[0.5660991 ,0.03898176,0.55793889]	[0.06253495,0.04098317,0.0399025 ]	[ 0.29465842, 1.99888864,-0.03832365]	0.13067092755345014	0.7640659390848497	0.14725855252068612	0.29476038845003755
2016-06-12T06:12:33.957000	6149.505866283313	6152.625950458961	[6151.64592456]	[0.30867707]	[0.46062869]	[1.58875093]	0.05827094794517077	0.9656957292735331	1.0846976820892242	1.1324405439868943
2016-06-12T06:12:33.957000	6157.946093989233	6158.626112335208	[6158.30610316]	[0.58638286]	[0.07797058]	[0.60503575]	0.1413960913655369	0.7706919896656481	0.18360669461789966	0.21330945469477197
2016-06-12T06:12:33.957000	6161.226182481582	6162.026204065081	[6161.64619327]	[0.7712121]	[0.07787816]	[0.16528481]	0.060973562813081986	0.9550837537552813	0.18338905907176856	0.23683360320562508
2016-06-12T06:12:33.957000	6161.00617654612	6164.966283384442	[6163.68624986,6162.28252314,6162.74622295]	[0.42209977,0.00293413,0.24012409]	[1.85228806e-01,1.51372927e-04,2.09009854e-01]	[ 0.22542824,-0.75533541,-0.9544735 ]	0.1854183253694049	0.4719330100295529	0.49218059338703996	0.8038845244345038
2016-06-12T06:12:33.957000	6164.926282305268	6166.286318997217	[6166.04278871,6165.58701658,6165.78630613]	[0.14906786,0.61457244,0.25195077]	[0.02162624,0.06418513,0.04443043]	[ 0.48308231,-0.19707714,-1.29078619]	0.14741227134570992	0.7021741126007529	0.15114443463187935	0.2961405265019906
2016-06-12T06:12:33.957000	6167.046339501541	6168.766385906066	[6167.28634544,6167.9263627 ,6167.42635029]	[0.01918206,0.25777146,0.11991612]	[1.36457139,0.17951028,0.02162698]	[-2.        , 1.18546481,-1.99999979]	0.15018754851229663	0.5991404142865979	3.2133200599364065	0.4847338098299331
2016-06-12T06:12:33.957000	6168.686383747716	6171.766466844189	[6170.76643933,6169.92641823]	[0.0621407 ,0.23815845]	[0.22490608,0.32903556]	[-2.        ,-1.51620529]	0.10078413597451072	0.8320717398532542	0.7748195250512199	0.861802918915618
2016-06-12T06:12:33.957000	6174.006527277988	6174.726546703138	[6174.34653699,6174.46365065,6174.21346936]	[0.65171855,0.64929327,0.28085537]	[0.02629135,0.01912819,0.04138712]	[-0.37886103, 0.10322052, 0.58211873]	0.12454289752885551	0.7701998228989151	0.09745921150515414	0.1891809103006394
